id,key,value,type
31419556,amenity,restaurant,regular
31419556,name,Firebrand Saints,regular
61151272,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61151272,source,massgis_import_v0.1_20071008124914,regular
61152567,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61152567,created_by,JOSM,regular
61152567,source,massgis_import_v0.1_20071008124914,regular
61155415,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155415,source,massgis_import_v0.1_20071008124914,regular
61155739,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155739,source,massgis_import_v0.1_20071008124914,regular
61155741,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155741,source,massgis_import_v0.1_20071008124914,regular
61155746,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155746,source,massgis_import_v0.1_20071008124914,regular
61155754,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155754,source,massgis_import_v0.1_20071008124914,regular
61170342,highway,traffic_signals,regular
61170398,highway,traffic_signals,regular
61170474,highway,traffic_signals,regular
61170554,highway,traffic_signals,regular
61170644,highway,traffic_signals,regular
61170660,highway,traffic_signals,regular
61170948,highway,traffic_signals,regular
61170975,highway,traffic_signals,regular
61171059,highway,traffic_signals,regular
61171071,highway,traffic_signals,regular
61171110,highway,traffic_signals,regular
61171138,highway,traffic_signals,regular
61171138,name,Magoun Square,regular
61171206,crossing,traffic_signals,regular
61171206,highway,traffic_signals,regular
61171234,highway,traffic_signals,regular
61171456,highway,traffic_signals,regular
61171464,highway,traffic_signals,regular
61171710,highway,traffic_signals,regular
61171764,highway,traffic_signals,regular
61171899,highway,traffic_signals,regular
61172071,highway,traffic_signals,regular
61172228,crossing,traffic_signals,regular
61172228,highway,traffic_signals,regular
61172401,highway,crossing,regular
61172421,highway,traffic_signals,regular
61172598,highway,traffic_signals,regular
61172660,highway,traffic_signals,regular
61173421,highway,traffic_signals,regular
61173421,traffic_signals,blinker,regular
61173441,highway,traffic_signals,regular
61173631,highway,traffic_signals,regular
61176326,highway,traffic_signals,regular
61178654,highway,traffic_signals,regular
61179910,highway,crossing,regular
61180006,crossing,traffic_signals,regular
61180006,highway,traffic_signals,regular
61180371,highway,traffic_signals,regular
61180630,highway,traffic_signals,regular
61182441,highway,crossing,regular
61182580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61182580,source,massgis_import_v0.1_20071008141127,regular
61283126,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283126,source,massgis_import_v0.1_20071008165629,regular
61283267,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283267,source,massgis_import_v0.1_20071008165629,regular
61283273,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283273,source,massgis_import_v0.1_20071008165629,regular
61283293,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283293,highway,traffic_signals,regular
61283293,source,massgis_import_v0.1_20071008165629,regular
61283305,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283305,source,massgis_import_v0.1_20071008165629,regular
61283315,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283315,created_by,JOSM,regular
61283315,source,massgis_import_v0.1_20071008165629,regular
61283333,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283333,source,massgis_import_v0.1_20071008165629,regular
61283345,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283345,source,massgis_import_v0.1_20071008165629,regular
61283355,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283355,created_by,JOSM,regular
61283355,source,massgis_import_v0.1_20071008165629,regular
61283366,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283366,source,massgis_import_v0.1_20071008165629,regular
61283393,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283393,highway,traffic_signals,regular
61283393,source,massgis_import_v0.1_20071008165629,regular
61317281,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317281,source,massgis_import_v0.1_20071008165629,regular
61317286,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317286,created_by,JOSM,regular
61317286,source,massgis_import_v0.1_20071008165629,regular
61317290,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317290,source,massgis_import_v0.1_20071008165629,regular
61317292,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317292,source,massgis_import_v0.1_20071008165629,regular
61317296,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317296,source,massgis_import_v0.1_20071008165629,regular
61317302,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317302,source,massgis_import_v0.1_20071008165629,regular
61317319,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317319,source,massgis_import_v0.1_20071008165629,regular
61317321,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317321,source,massgis_import_v0.1_20071008165629,regular
61317329,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317329,source,massgis_import_v0.1_20071008165629,regular
61317333,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317333,highway,traffic_signals,regular
61317333,source,massgis_import_v0.1_20071008165629,regular
61317336,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317336,source,massgis_import_v0.1_20071008165629,regular
61317359,highway,traffic_signals,regular
61317361,highway,traffic_signals,regular
61317368,highway,traffic_signals,regular
61317399,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317399,source,massgis_import_v0.1_20071008165629,regular
61317410,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317410,highway,traffic_signals,regular
61317410,source,massgis_import_v0.1_20071008165629,regular
61317417,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317417,source,massgis_import_v0.1_20071008165629,regular
61317442,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317442,source,massgis_import_v0.1_20071008165629,regular
61317448,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317448,source,massgis_import_v0.1_20071008165629,regular
61317476,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317476,source,massgis_import_v0.1_20071008165629,regular
61317493,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317493,source,massgis_import_v0.1_20071008165629,regular
61317501,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317501,source,massgis_import_v0.1_20071008165629,regular
61317533,highway,traffic_signals,regular
61317545,highway,traffic_signals,regular
61317549,highway,traffic_signals,regular
61317553,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317553,created_by,JOSM,regular
61317553,source,massgis_import_v0.1_20071008165629,regular
61317609,highway,traffic_signals,regular
61317649,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317649,created_by,JOSM,regular
61317649,source,massgis_import_v0.1_20071008165629,regular
61317709,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317709,created_by,JOSM,regular
61317709,source,massgis_import_v0.1_20071008165629,regular
61317713,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317713,source,massgis_import_v0.1_20071008165629,regular
61318066,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318066,highway,traffic_signals,regular
61318066,source,massgis_import_v0.1_20071008165629,regular
61318069,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318069,source,massgis_import_v0.1_20071008165629,regular
61318071,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318071,source,massgis_import_v0.1_20071008165629,regular
61318076,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318076,source,massgis_import_v0.1_20071008165629,regular
61318087,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318087,highway,traffic_signals,regular
61318087,source,massgis_import_v0.1_20071008165629,regular
61318101,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318101,source,massgis_import_v0.1_20071008165629,regular
61318125,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318125,source,massgis_import_v0.1_20071008165629,regular
61318127,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318127,source,massgis_import_v0.1_20071008165629,regular
61318134,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318134,source,massgis_import_v0.1_20071008165629,regular
61318451,highway,traffic_signals,regular
61318458,highway,traffic_signals,regular
61318539,highway,traffic_signals,regular
61318541,highway,traffic_signals,regular
61318572,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318572,highway,traffic_signals,regular
61318572,source,massgis_import_v0.1_20071008165629,regular
61318579,highway,traffic_signals,regular
61318581,highway,traffic_signals,regular
61318592,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318592,source,massgis_import_v0.1_20071008165629,regular
61318594,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318594,created_by,JOSM,regular
61318594,source,massgis_import_v0.1_20071008165629,regular
61320986,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61320986,source,massgis_import_v0.1_20071008165629,regular
61320997,highway,traffic_signals,regular
61321054,highway,traffic_signals,regular
61321101,crossing,traffic_signals,regular
61321101,highway,traffic_signals,regular
61321101,sound,yes,traffic_signals
61321123,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321123,highway,traffic_signals,regular
61321123,source,massgis_import_v0.1_20071008165629,regular
61321123,traffic_signals,blinker,regular
61321127,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321127,created_by,JOSM,regular
61321127,source,massgis_import_v0.1_20071008165629,regular
61321134,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321134,highway,traffic_signals,regular
61321134,source,massgis_import_v0.1_20071008165629,regular
61321134,traffic_signals,blinker,regular
61321146,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321146,created_by,JOSM,regular
61321146,source,massgis_import_v0.1_20071008165629,regular
61321218,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321218,source,massgis_import_v0.1_20071008165629,regular
61321222,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321222,source,massgis_import_v0.1_20071008165629,regular
61321230,highway,traffic_signals,regular
61321274,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321274,source,massgis_import_v0.1_20071008165629,regular
61321277,highway,traffic_signals,regular
61321293,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321293,source,massgis_import_v0.1_20071008165629,regular
61321296,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321296,source,massgis_import_v0.1_20071008165629,regular
61321303,highway,traffic_signals,regular
61321307,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321307,source,massgis_import_v0.1_20071008165629,regular
61321310,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321310,source,massgis_import_v0.1_20071008165629,regular
61321314,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321314,source,massgis_import_v0.1_20071008165629,regular
61321317,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321317,source,massgis_import_v0.1_20071008165629,regular
61321351,highway,crossing,regular
61321358,highway,traffic_signals,regular
61321377,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321377,source,massgis_import_v0.1_20071008165629,regular
61321404,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321404,source,massgis_import_v0.1_20071008165629,regular
61321474,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321474,source,massgis_import_v0.1_20071008165629,regular
61321485,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321485,source,massgis_import_v0.1_20071008165629,regular
61321491,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321491,source,massgis_import_v0.1_20071008165629,regular
61321517,highway,traffic_signals,regular
61321539,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321539,source,massgis_import_v0.1_20071008165629,regular
61321548,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321548,source,massgis_import_v0.1_20071008165629,regular
61321580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321580,source,massgis_import_v0.1_20071008165629,regular
61321589,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321589,source,massgis_import_v0.1_20071008165629,regular
61321593,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321593,source,massgis_import_v0.1_20071008165629,regular
61321598,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321598,source,massgis_import_v0.1_20071008165629,regular
61321602,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321602,source,massgis_import_v0.1_20071008165629,regular
61321676,highway,crossing,regular
61321713,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321713,created_by,JOSM,regular
61321713,source,massgis_import_v0.1_20071008165629,regular
61321743,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321743,source,massgis_import_v0.1_20071008165629,regular
61321756,highway,traffic_signals,regular
61321773,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321773,source,massgis_import_v0.1_20071008165629,regular
61321776,highway,traffic_signals,regular
61321817,highway,traffic_signals,regular
61321828,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321828,created_by,JOSM,regular
61321828,source,massgis_import_v0.1_20071008165629,regular
61321864,highway,traffic_signals,regular
61321867,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321867,source,massgis_import_v0.1_20071008165629,regular
61321893,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321893,created_by,JOSM,regular
61321893,source,massgis_import_v0.1_20071008165629,regular
61321942,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321942,created_by,JOSM,regular
61321942,source,massgis_import_v0.1_20071008165629,regular
61321992,highway,traffic_signals,regular
61322003,highway,traffic_signals,regular
61322085,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322085,source,massgis_import_v0.1_20071008165629,regular
61322110,highway,traffic_signals,regular
61322113,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322113,source,massgis_import_v0.1_20071008165629,regular
61322152,highway,traffic_signals,regular
61322354,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322354,source,massgis_import_v0.1_20071008165629,regular
61322377,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322377,source,massgis_import_v0.1_20071008165629,regular
61322384,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322384,created_by,JOSM,regular
61322384,source,massgis_import_v0.1_20071008165629,regular
61322587,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322587,source,massgis_import_v0.1_20071008165629,regular
61322591,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322591,source,massgis_import_v0.1_20071008165629,regular
61322598,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322598,source,massgis_import_v0.1_20071008165629,regular
61322622,highway,traffic_signals,regular
61322632,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322632,source,massgis_import_v0.1_20071008165629,regular
61322643,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322643,source,massgis_import_v0.1_20071008165629,regular
61322679,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322679,source,massgis_import_v0.1_20071008165629,regular
61322682,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322682,source,massgis_import_v0.1_20071008165629,regular
61322686,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322686,source,massgis_import_v0.1_20071008165629,regular
61322690,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322690,source,massgis_import_v0.1_20071008165629,regular
61322860,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322860,created_by,JOSM,regular
61322860,source,massgis_import_v0.1_20071008165629,regular
61322868,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322868,source,massgis_import_v0.1_20071008165629,regular
61322874,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322874,created_by,JOSM,regular
61322874,source,massgis_import_v0.1_20071008165629,regular
61322880,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322880,created_by,JOSM,regular
61322880,source,massgis_import_v0.1_20071008165629,regular
61322888,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322888,created_by,JOSM,regular
61322888,source,massgis_import_v0.1_20071008165629,regular
61322905,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322905,created_by,JOSM,regular
61322905,source,massgis_import_v0.1_20071008165629,regular
61322954,highway,traffic_signals,regular
61323022,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323022,highway,traffic_signals,regular
61323022,source,massgis_import_v0.1_20071008165629,regular
61323032,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323032,highway,traffic_signals,regular
61323032,source,massgis_import_v0.1_20071008165629,regular
61323187,highway,traffic_signals,regular
61323237,highway,traffic_signals,regular
61323295,highway,traffic_signals,regular
61323308,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323308,source,massgis_import_v0.1_20071008165629,regular
61323312,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323312,source,massgis_import_v0.1_20071008165629,regular
61323319,highway,traffic_signals,regular
61323404,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323404,source,massgis_import_v0.1_20071008165629,regular
61323451,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323451,source,massgis_import_v0.1_20071008165629,regular
61323454,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323454,source,massgis_import_v0.1_20071008165629,regular
61323814,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323814,source,massgis_import_v0.1_20071008165629,regular
61323832,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323832,source,massgis_import_v0.1_20071008165629,regular
61323836,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61323836,created_by,JOSM,regular
61323836,source,massgis_import_v0.1_20071008165629,regular
61323843,highway,traffic_signals,regular
61323890,highway,traffic_signals,regular
61323968,highway,traffic_signals,regular
61324037,highway,turning_circle,regular
61324414,highway,traffic_signals,regular
61324462,highway,traffic_signals,regular
61324466,highway,traffic_signals,regular
61324503,highway,traffic_signals,regular
61324518,crossing,traffic_signals,regular
61324518,highway,traffic_signals,regular
61324544,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324544,source,massgis_import_v0.1_20071008165629,regular
61324548,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324548,source,massgis_import_v0.1_20071008165629,regular
61324551,highway,turning_circle,regular
61324573,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324573,source,massgis_import_v0.1_20071008165629,regular
61324590,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324590,source,massgis_import_v0.1_20071008165629,regular
61324597,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324597,source,massgis_import_v0.1_20071008165629,regular
61324602,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324602,source,massgis_import_v0.1_20071008165629,regular
61324608,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324608,source,massgis_import_v0.1_20071008165629,regular
61324612,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324612,source,massgis_import_v0.1_20071008165629,regular
61324616,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324616,source,massgis_import_v0.1_20071008165629,regular
61324619,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324619,created_by,JOSM,regular
61324619,source,massgis_import_v0.1_20071008165629,regular
61324623,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324623,source,massgis_import_v0.1_20071008165629,regular
61324628,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324628,source,massgis_import_v0.1_20071008165629,regular
61324632,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324632,source,massgis_import_v0.1_20071008165629,regular
61324668,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324668,source,massgis_import_v0.1_20071008165629,regular
61324671,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61324671,created_by,JOSM,regular
61324671,source,massgis_import_v0.1_20071008165629,regular
61324829,highway,traffic_signals,regular
61325436,highway,traffic_signals,regular
61325439,highway,traffic_signals,regular
61325588,highway,traffic_signals,regular
61325606,highway,traffic_signals,regular
61325617,highway,traffic_signals,regular
61325632,highway,traffic_signals,regular
61325844,crossing,traffic_signals,regular
61325844,highway,traffic_signals,regular
61325858,highway,traffic_signals,regular
61325921,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61325921,source,massgis_import_v0.1_20071008165629,regular
61325925,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61325925,source,massgis_import_v0.1_20071008165629,regular
61325933,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61325933,source,massgis_import_v0.1_20071008165629,regular
61325944,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61325944,source,massgis_import_v0.1_20071008165629,regular
61326058,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326058,created_by,JOSM,regular
61326058,source,massgis_import_v0.1_20071008165629,regular
61326475,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326475,source,massgis_import_v0.1_20071008165629,regular
61326478,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326478,source,massgis_import_v0.1_20071008165629,regular
61326484,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326484,source,massgis_import_v0.1_20071008165629,regular
61326495,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326495,source,massgis_import_v0.1_20071008165629,regular
61326503,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326503,source,massgis_import_v0.1_20071008165629,regular
61326506,highway,crossing,regular
61326579,highway,traffic_signals,regular
61326649,highway,traffic_signals,regular
61326778,crossing,traffic_signals,regular
61326778,highway,traffic_signals,regular
61326778,sound,yes,traffic_signals
61326938,crossing,traffic_signals,regular
61326938,highway,traffic_signals,regular
61326938,sound,yes,traffic_signals
61326949,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326949,source,massgis_import_v0.1_20071008165629,regular
61326958,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326958,created_by,JOSM,regular
61326958,source,massgis_import_v0.1_20071008165629,regular
61326962,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326962,source,massgis_import_v0.1_20071008165629,regular
61326966,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326966,source,massgis_import_v0.1_20071008165629,regular
61326968,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326968,created_by,JOSM,regular
61326968,source,massgis_import_v0.1_20071008165629,regular
61326972,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326972,source,massgis_import_v0.1_20071008165629,regular
61326975,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326975,created_by,JOSM,regular
61326975,source,massgis_import_v0.1_20071008165629,regular
61326981,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326981,created_by,JOSM,regular
61326981,source,massgis_import_v0.1_20071008165629,regular
61326985,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326985,source,massgis_import_v0.1_20071008165629,regular
61326988,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326988,created_by,JOSM,regular
61326988,source,massgis_import_v0.1_20071008165629,regular
61326992,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326992,source,massgis_import_v0.1_20071008165629,regular
61326996,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61326996,source,massgis_import_v0.1_20071008165629,regular
61327026,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327026,created_by,JOSM,regular
61327026,source,massgis_import_v0.1_20071008165629,regular
61327029,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327029,source,massgis_import_v0.1_20071008165629,regular
61327033,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327033,created_by,JOSM,regular
61327033,source,massgis_import_v0.1_20071008165629,regular
61327037,highway,traffic_signals,regular
61327042,highway,traffic_signals,regular
61327048,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327048,highway,traffic_signals,regular
61327048,source,massgis_import_v0.1_20071008165629,regular
61327098,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327098,source,massgis_import_v0.1_20071008165629,regular
61327102,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327102,source,massgis_import_v0.1_20071008165629,regular
61327113,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327113,source,massgis_import_v0.1_20071008165629,regular
61327430,highway,traffic_signals,regular
61327504,highway,traffic_signals,regular
61327626,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327626,source,massgis_import_v0.1_20071008165629,regular
61327632,highway,traffic_signals,regular
61327635,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327635,source,massgis_import_v0.1_20071008165629,regular
61327663,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327663,source,massgis_import_v0.1_20071008165629,regular
61327673,highway,traffic_signals,regular
61327730,highway,traffic_signals,regular
61327755,highway,traffic_signals,regular
61327799,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327799,source,massgis_import_v0.1_20071008165629,regular
61327807,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327807,source,massgis_import_v0.1_20071008165629,regular
61327823,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327823,created_by,JOSM,regular
61327823,source,massgis_import_v0.1_20071008165629,regular
61327827,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61327827,source,massgis_import_v0.1_20071008165629,regular
61328012,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328012,source,massgis_import_v0.1_20071008165629,regular
61328016,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328016,source,massgis_import_v0.1_20071008165629,regular
61328020,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328020,created_by,JOSM,regular
61328020,source,massgis_import_v0.1_20071008165629,regular
61328029,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328029,highway,traffic_signals,regular
61328029,source,massgis_import_v0.1_20071008165629,regular
61328029,traffic_signals,blinker,regular
61328033,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328033,source,massgis_import_v0.1_20071008165629,regular
61328036,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328036,source,massgis_import_v0.1_20071008165629,regular
61328051,highway,traffic_signals,regular
61328057,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328057,source,massgis_import_v0.1_20071008165629,regular
61328060,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328060,source,massgis_import_v0.1_20071008165629,regular
61328066,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328066,created_by,JOSM,regular
61328066,source,massgis_import_v0.1_20071008165629,regular
61328070,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328070,highway,traffic_signals,regular
61328070,source,massgis_import_v0.1_20071008165629,regular
61328079,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328079,source,massgis_import_v0.1_20071008165629,regular
61328087,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328087,created_by,JOSM,regular
61328087,source,massgis_import_v0.1_20071008165629,regular
61328091,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328091,source,massgis_import_v0.1_20071008165629,regular
61328095,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328095,source,massgis_import_v0.1_20071008165629,regular
61328099,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328099,created_by,JOSM,regular
61328099,source,massgis_import_v0.1_20071008165629,regular
61328103,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328103,created_by,JOSM,regular
61328103,source,massgis_import_v0.1_20071008165629,regular
61328107,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328107,source,massgis_import_v0.1_20071008165629,regular
61328117,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328117,created_by,JOSM,regular
61328117,source,massgis_import_v0.1_20071008165629,regular
61328122,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328122,created_by,JOSM,regular
61328122,source,massgis_import_v0.1_20071008165629,regular
61328126,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328126,source,massgis_import_v0.1_20071008165629,regular
61328140,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328140,source,massgis_import_v0.1_20071008165629,regular
61328173,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61328173,source,massgis_import_v0.1_20071008165629,regular
61328201,highway,traffic_signals,regular
